編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
279,20260309,經營支援部_軟體工程師,"【工作內容】
1.系統開發、維護
2.資料庫建立、維護
3.公司內部既有工具維護

【應徵條件】
1.兩年以上網站建置、程式設計經驗
2.熟悉VueJs、PostgreSql、資料庫設計及管理
3.如熟悉C#、Python、Node.js尤佳
4",迪思科高科技股份有限公司,其他半導體相關業,40000,55000,大學以上,"[{'code': '12001006038', 'description': 'VueJS'}, {'code': '12001006034', 'description': 'Node.js'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001004039', 'description': 'PostgreSQL'}]",5,https://www.104.com.tw/job/84m32
281,20260311,【台北總部】人工智慧發展處_後端工程師(JAVA),"RESTful web service
2、雲端相關技術或大數據分析，AI 等相關能力
3、DevOps 相關技能 (CI, 容器化)
4、其他程式語言, 如 C#, python, ruby, Kotlin 等
5、Design Pattern
6、企業人資",旭聯科技股份有限公司,網際網路相關業,32000,42000,大學以上,"[{'code': '12001003025', 'description': 'Java'}]",4,https://www.104.com.tw/job/7le62
283,20260309,影像處理工程師,"Python, TensorFlow, Keras, C++，及 Linux 作業平台。
6. 能不定期出差到工廠。",艾新科環保材料有限公司,其他電子零組件相關業,43000,9999999,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001003089', 'description': 'Keras'}]",5,https://www.104.com.tw/job/8mx4c
284,20260311,AI 應用開發工程師,"Engineering (提示工程) 實務經驗。
o  熟悉 C#和Python, 有Vibe Coding經驗(Claude Code、Cursor、Antigravity)
o  微服務系統設計開發經驗。
o  邏輯清晰，良好團隊溝通互動能力。
o",鼎基資訊電腦股份有限公司,電腦軟體服務業,60000,85000,專科以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003099', 'description': 'Prompt'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001003097', 'description': 'LLM'}]",10,https://www.104.com.tw/job/8y19v
286,20260309,Digital Twin Engineer,"位孿生資產。
6. 良好的溝通能力，能在美術與研發團隊之間橋接語言與需求。

[必要條件]
1. 具備 Python / C++ 開發能力。
2. 了解電腦圖學、物理模擬、基礎工程原理。
3.具備技術英文閱讀與 API 文件整合能力。",偲倢科技股份有限公司,自動控制相關業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003010', 'description': 'C++'}]",9,https://www.104.com.tw/job/8uqhp
288,20260310,視覺事業處_自動化測試工程師,"✅ 條件需求：

1.具備 Python 語言能力及 API 測試腳本撰寫能力
2.有能力導入並維護自動化測試工具、串接如 Jenkins、GitLab CI 等 CI/CD 平台
3.具備自動化測試經驗，如使用Selenium、",所羅門股份有限公司,自動控制相關業,40000,55000,大學,"[{'code': '12001003045', 'description': 'Python'}]",11,https://www.104.com.tw/job/8sdzc
289,20260306,【獵鷹】RD23008-研發韌體工程師 R&DFirmware Engineer【研替可】,":
1.A bchelor's degree or higher in CS、EE or related engineering.
2.Proficiency in programming C and Python.
3.Knowledge of",英屬維京群島商祥茂光電科技股份有限公司台灣分公司,光電產業,40000,55000,大學以上,"[{'code': '12001003008', 'description': 'C'}, {'code': '12001003045', 'description': 'Python'}]",7,https://www.104.com.tw/job/7w11k
290,20260309,軟體工程師_PAE400(無經驗可),"同道合的夥伴！您將擁有很大的發揮空間與個人自由，我們也希望您有自我管理的精神與態度，和我們一起共創智慧未來！
工作內容包含:
•	撰寫與維護 Python 自動化腳本或後端模組
•	協助系統整合、設備連接與測試流程
•	建置與維護開發、測試環境（",宇瞻科技股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003045', 'description': 'Python'}]",12,https://www.104.com.tw/job/8nzqy
291,20260304,FAE應用工程師,"1.需熟悉GPS系統工程背景尤佳，良好VB/C/C++語言，PYTHON編成能力
2.英文多益550分以上尤佳",艾爾錡科技股份有限公司,精密儀器相關製造業,50000,70000,專科以上,"[{'code': '12001008003', 'description': 'Excel'}, {'code': '12001008011', 'description': 'Outlook'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",0,https://www.104.com.tw/job/75a0o
293,20260309,自動化測試軟體工程師_14930,"1. X86 伺服器 (Intel / AMD) 功能診斷工具開發 (相關技能: Bash, Python, C)
2. AI 伺服器 (Nvidia / ARM) 功能診斷工具開發 (相關技能: Bash, Python, C)
3. 自動測試",和碩集團_和碩聯合科技股份有限公司,電腦及其週邊設備製造業,34000,60000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001001042', 'description': 'Android'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",12,https://www.104.com.tw/job/8w665
294,20260303,Machine Learning Engineer (CV) 機器學習工程師 (電腦視覺)(24013102),"frameworks(e.g., PyTorch, HuggingFace, PyTorch Lightning).
▪️Is comfortable coding in Python, and familiar with SQL, Git, and",叡揚資訊股份有限公司,電腦軟體服務業,40000,55000,碩士以上,"[{'code': '12001003045', 'description': 'Python'}]",13,https://www.104.com.tw/job/889ho
298,20260305,PHP網頁工程師,". 行動APP開發經驗。
3. 有 Python、C#、.Net 開發經驗。
4. 具 API 開發 & 介接經驗。
5. 無障礙網頁開發相關經驗。",金翰科技有限公司,電腦系統整合服務業,38000,46000,專科以上,"[{'code': '12001003009', 'description': 'C#'}, {'code': '12001003041', 'description': 'PHP'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003006', 'description': 'ASP.NET'}]",2,https://www.104.com.tw/job/7e0qg
300,20260305,【MyGo AI大數據】Proptech/Fintech-Python後端工程師/資料科學家/數據分析師,"ETL)、資料分析，協助各部門改善與優化現有流程，提升效率。
3.使用Python到出神入化境界，能破別人所解不了的乾淨數據。
4. Python、Selenium 網路爬蟲相關經驗及網站常見反爬蟲策略經驗 
5.將分析結果視覺化呈現，利於團隊進行",MyGo商學苑_平安房屋仲介股份有限公司,不動產經營業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001004018', 'description': 'ETL'}]",14,https://www.104.com.tw/job/6yjxf
302,20260305,【2026研發替代役】科技部_軟體開發測試工程師 Software Development Test Engineer,"用者體驗，成為長期的夥伴關係，同時支持更好的生產、創造更好的分配、成就更美好的生活與社會。

【職缺需求條件】
學歷背景：具備資訊工程、電機工程或相關領域碩士（含）以上學歷。
程式能力：熟悉至少一種程式語言（如 Python、Java、C#），具備",美好證券股份有限公司,證券及期貨業,40000,55000,碩士,"[{'code': '12001008036', 'description': 'Scrum'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001002008', 'description': 'SDLC'}]",6,https://www.104.com.tw/job/8wfp2
305,20260310,AI模型開發工程師,"1. 人工智慧研究及開發
2. AI建模和佈署
3. 外掛程式開發
4. 維護現有系統與文件更新
5. 整合第三方工具

基本技能需求：
1)熟悉GitHub
2)熟悉 C/C++, Python
3)熟悉 AI 開發流程",數智維度有限公司,電腦系統整合服務業,30000,80000,大學以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001002016', 'description': 'Github'}]",10,https://www.104.com.tw/job/8vl08
306,20260309,邊緣AI韌體工程師,"。
• 主動積極、具溝通協調能力。


【Preferred Skills】
• Python(必要)
• MATLAB/Simulink使用(次要)",湛積股份有限公司,其它軟體及網路相關業,40000,55000,大學以上,"[{'code': '12001003034', 'description': 'Matlab'}, {'code': '12001003045', 'description': 'Python'}]",2,https://www.104.com.tw/job/8xafx
307,20260129,資料分析師 (Data Analyst),"模型，並做相關預測分析。
4. 抗壓力強，可獨立作業，自我學習意願強
5. 熱愛資料分析、擅長統計或數值分析。

善用以下工具者佳：
-	Excel、Word、PowerPoint。
-	Python/R使用經驗、有SQL使用經驗者為佳。
-	具",智域國際股份有限公司,電腦系統整合服務業,40000,55000,大學以上,"[{'code': '12001005022', 'description': 'hadoop'}, {'code': '12001011012', 'description': 'Power BI\u200b'}, {'code': '12001011002', 'description': 'Google Analytics'}, {'code': '12001011001', 'description': 'Tableau'}, {'code': '12001008016', 'description': 'Word'}, {'code': '12001008015', 'description': 'Visio'}, {'code': '12001008013', 'description': 'Project'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008011', 'description': 'Outlook'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001007018', 'description': 'DNS'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001004035', 'description': 'Oracle'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001004018', 'description': 'ETL'}, {'code': '12001003045', 'description': 'Python'}]",10,https://www.104.com.tw/job/6fpnp
309,20260307,AI交易工程師,"礎知識**（技術指標、風險管理、回測概念）
• Python數據處理（Pandas / NumPy / Xgboost）
• Git版本控制、Linux環境

加分條件：
• Python交易與策略優化相關套件（Vnpy / Qlib /",盈萃科技股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003097', 'description': 'LLM'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003045', 'description': 'Python'}]",7,https://www.104.com.tw/job/8okex
310,20260305,Robotics Software Design Engineer,"Test，解決現場最複雜的系統問題。


- 必備技能與加分項 (我們期待的夥伴)
我們尋求具備深厚技術基礎和實戰經驗，能主動承擔責任，並渴望與團隊共同成長的專業人士。
1. Coding 能力： 熟悉 C++ or Python，具備紮實的",優式機器人股份有限公司,消費性電子產品製造業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",8,https://www.104.com.tw/job/6o899
311,20260309,【2026年研發替代役】AI研發工程師,"析國內外AI LLM/機器學習與資訊安全、網路安全相關應用論文(研討會、期刊..等）
2. 實作、優化與調整AI LLM/機器學習模型，並與產品團隊進行產品化整合


我們希望您具備以下的技能、經驗：
1. C++ 或 Python 程式開發經驗。",中華資安國際股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}]",17,https://www.104.com.tw/job/86yxi
312,20260311,[Junior] AI 醫學影像資料專家 / 專員 (Medical Imaging Data Specialist / AI 醫療影像 SaaS 產品),在 Anatomy Cloud，高品質的標註數據是 AI 精準診斷的關鍵。我們尋找的夥伴，不僅要具備精準的解剖學判讀力，更要能透過 Python 腳本優化數據工作流。您將直接參與 AI 模型的訓練準備工作，成為智慧醫療革命中不可或缺的資料架構師。,智捷醫學科技股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001001007', 'description': 'Linux'}]",14,https://www.104.com.tw/job/8wvjk
315,20251107,全端工程師 Full Stack Engineer,"JavaScript、CSS
	前端框架Angular、Vue、React
	JAVA、Python、Shell Script
	熟悉軟體開發流程
	GIT版本管理

【加分條件】
	JAVA相關證照
	AWS相關證照",移動商務股份有限公司,多媒體傳播相關業,60000,9999999,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12001006038', 'description': 'VueJS'}]",3,https://www.104.com.tw/job/8djxu
320,20260309,"【S】Embodied AI Engineer (VLA, Isaac Sim)","1.使用 Isaac Sim / 實體機器人規劃並執行 VLA 模型推論與測試，觀察任務成功率與行為表現。
2.撰寫與維護 Python 程式碼，串接 VLA / LLM 與 ROS2 介面，實作行為邏輯與 fallback 機制。
3.建立與維",富智康國際股份有限公司,消費性電子產品製造業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}]",5,https://www.104.com.tw/job/8x89b
325,20260117,(2026 New College Grad) Digital Design Engineer_(限即將畢業、剛畢業或工作經驗一年以下者),"least one scripting language (Tcl, Perl, Python, shell-scripting, etc.)



歡迎身心障礙者應徵",台灣亞德諾半導體股份有限公司,半導體製造業,40000,55000,碩士以上,"[{'code': '12001003034', 'description': 'Matlab'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12004001009', 'description': 'Circuit Design'}]",20,https://www.104.com.tw/job/8tj3r
326,20260310,後端工程師 Backend Engineer,"工作內容： 
（1）與前後端工程師協作，設計並開發高效能、高可用的後端應用程式。 
（2）以敏捷方法協作，參與設計、原型製作和測試。
（3）改善現有的 CI/CD流程。
（4）主管交辦事項。
 
職務技能需求： 
（1）具獨立以Python開發",海爾雲端科技股份有限公司,電腦軟體服務業,38000,60000,大學,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004039', 'description': 'PostgreSQL'}]",14,https://www.104.com.tw/job/8jzp4
331,20260309,115年度研發替代役－後端與前端工程師,"【1】負責後端或前端程式設計
【2】孰悉 C#、或 Python、或 Java、或IOS swift、或 JavaScript、或PHP
【3】資料庫語法：MSSQL / MySql 經驗佳
【4】熟悉 .NET、或 JAVA、或Node.js",大都會平台科技股份有限公司,數位內容產業,40000,55000,碩士以上,[],4,https://www.104.com.tw/job/8vwnt
334,20260309,AI/ ML Engineer (CFD & Machine Learning),"通 Python (NumPy, SciPy, Matplotlib, PyTorch)。

加分條件 (非必要但優勢):
1.	熱流體力學與 CFD 專業: 具有 OpenFOAM 實際操作經驗 &  深刻理解流體力學理論。",艾新科環保材料有限公司,其他電子零組件相關業,40000,55000,碩士以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001001007', 'description': 'Linux'}]",13,https://www.104.com.tw/job/8yemp
336,20260305,Proptech/Fintech資料科學家/AI 機器學習工程師,"參與過資料視覺化相關專案開發
5. 參與過AI、機器學習相關專案開發
6. 使用 Python、Pandas 及 Django 經驗
7. 開發過 API 系統
8. 有大型語言模型LLM、RAG、NLP等相關專案開發經驗

【加分項目】
1. 參",九天資產管理股份有限公司,不動產經營業,900000,9999999,大學以上,"[{'code': '12001003045', 'description': 'Python'}]",4,https://www.104.com.tw/job/8tfmd
337,20260305,【2026研發替代役】科技部_後端工程師 Backend Engineer,"用者體驗，成為長期的夥伴關係，同時支持更好的生產、創造更好的分配、成就更美好的生活與社會。

【需求條件】
學歷背景：具備資訊工程或相關領域碩士（含）以上學歷。
程式語言：熟悉至少一種後端開發語言（如：Node.js、Python、Go 或",美好證券股份有限公司,證券及期貨業,40000,55000,碩士,"[{'code': '12001006034', 'description': 'Node.js'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003080', 'description': 'Go'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001002018', 'description': 'Git'}]",8,https://www.104.com.tw/job/8wfkm
338,20260310,光罩電腦輔助設計工程師,"1. EDA驗證程式開發 (ICV / Calibre DRC)
2. TCL / Python cell 開發. (P-Cell / Py-Cell development)
3. EDA軟體維護與協助自動化程式開發.
4. Linux系統管理",南亞科技股份有限公司,半導體製造業,50000,70000,碩士,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003045', 'description': 'Python'}]",3,https://www.104.com.tw/job/8loha
339,20260309,"AJ6-AI數位科技導入顧問(非業務職,協助內部同仁)","公司內部大部分團隊深度合作，是一個學習商業模式、揮灑創意的絕佳舞台。誠摯希望能招募多元領域的武林高手與我們並肩作戰！

【工作內容】
1. 數位賦能，幫助全公司同事學習 Python, Power BI, Power Platform等數位、AI工",緯穎科技服務股份有限公司,電腦及其週邊設備製造業,40000,55000,碩士以上,"[{'code': '12001003045', 'description': 'Python'}]",17,https://www.104.com.tw/job/8hzog
341,20251117,駐點開發人員 Full-Stack Web Developer (全端工程師),"、網站程式設計、工程師、 Cloud Engineer

附註 (有相關經驗為佳) : 
1. 具備資料庫經驗
2. 具備應用 framework 開發 web application 經驗 (PHP / Python / Node.js)
3.",圖霸科技股份有限公司,電腦軟體服務業,40000,60000,專科以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001006034', 'description': 'Node.js'}, {'code': '12001006030', 'description': 'jQuery'}, {'code': '12001006025', 'description': 'Web Master/Developer'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006013', 'description': 'HTML'}, {'code': '12001006006', 'description': 'DHTML'}, {'code': '12001004041', 'description': 'RDBMS'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004011', 'description': 'Database Management'}, {'code': '12001003041', 'description': 'PHP'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001001007', 'description': 'Linux'}]",2,https://www.104.com.tw/job/8vs8s
346,20260302,【外商】[RC-SA] System Automation Engineer / 金融系統自動化工程師,"個國家。隨著全球業務持續擴展，我們正積極強化台灣團隊，並持續投入金融系統、風險模型與資料智能等領域的優秀人才。

【關於該職位】 
我們正在尋找具備 Python 或 C# 開發經驗的人才，運用技術將日常維運自動化，並負責 MT4/MT5 與",烽泰科技有限公司,其他金融及輔助業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003009', 'description': 'C#'}]",2,https://www.104.com.tw/job/8x28b
348,20260302,"Project-based Contract Engineer (Frontend / Backend, Junior to Mid-level)","with Python, Go, or similar backend languages (experience level flexible)
• Basic understanding of Web APIs
• Basic knowledge",日商卓一智能科技股份有限公司台灣分公司,廣告行銷公關業,40000,55000,大學,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}]",11,https://www.104.com.tw/job/8ye3d
352,20260304,Machine Learning and Signal Processing Engineer (機器學習與訊號處理工程師),"programming skills in Python and C/C++.

Way to stand out from the crowd:
-	Experience with image processing and computer vision.
-",鉅怡智慧股份有限公司,電腦軟體服務業,80000,200000,碩士以上,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",12,https://www.104.com.tw/job/8dun1
353,20260310,科技部_AI Engineer,"建立評估框架與線上監控機制
•  具備 AI 模型上線經驗，熟悉 MLOps 工具（MLflow、Docker、GitLab CI)
•  熟悉 Python、ML/DL 框架、資料處理技術（SQL、Spark） 
•  具備良好的問題拆解能力與跨",美好證券股份有限公司,證券及期貨業,40000,55000,大學以上,"[{'code': '12001003092', 'description': 'MLOPs'}, {'code': '12001003090', 'description': 'scikit-learn'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001002016', 'description': 'Github'}, {'code': '12001003045', 'description': 'Python'}]",11,https://www.104.com.tw/job/8oqn5
354,20260309,顧問類-顧問/資深顧問(AI軟體工程師),"並進行系統整合。
• 與跨部門合作，將 AI 技術落地至實際業務場景。
• 持續追蹤 AI/ML 技術趨勢，提出創新解決方案。

必要條件：
• 精通 Python，熟悉物件導向程式設計。
• 具備 LLM / NLP / AI Agent 開發經",資誠創新諮詢有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003097', 'description': 'LLM'}, {'code': '12001003088', 'description': 'NLP'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001003100', 'description': 'Microsoft Azure'}]",3,https://www.104.com.tw/job/8wwww
356,20260309,業務自動化_約聘人員,"Python、Power Automate、Google Apps Script）進行自動化建置，協助業務及營運單位處理報價等系統改善作業流程
☑ 串接內部系統（Excel, SharePoint, Confluence），提升資訊整合效率
 
【",緯穎科技服務股份有限公司,電腦及其週邊設備製造業,32000,33000,大學以上,"[{'code': '12001003045', 'description': 'Python'}]",1,https://www.104.com.tw/job/8w8ag
358,20260310,AI 工程師（智慧醫療研發）,"工作內容:
1. 開發並整合 AI 模型（如 Azure OpenAI）至醫療資訊系統中。
2. 建置與優化前端使用者介面（React / Vue / Angular）。
3. 設計與實作後端 API（Python / Node.js / C#）",醫療財團法人辜公亮基金會和信治癌中心醫院,醫院,38000,60000,大學以上,"[{'code': '12001002018', 'description': 'Git'}, {'code': '12001007026', 'description': 'HTTP'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001006044', 'description': 'Angular'}, {'code': '12001006034', 'description': 'Node.js'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001004039', 'description': 'PostgreSQL'}]",8,https://www.104.com.tw/job/8r3i9
359,20260308,金融交易員【量化交易】,"【工作內容】
- 交易策略開發
- 策略的回測與執行
- 市場分析 
- 其他主管交辦事項

【加分項目】
- 具量化策略之開發與實單經驗
- 熟悉股票/期貨/選擇權的交易流程
- 熟悉 python、R、Bloomberg
- 有高頻交易經驗",明匯資本股份有限公司,其他投資理財相關業,600000,1000000,專科以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}]",16,https://www.104.com.tw/job/8vcpz
360,20260310,雲端維運工程師 Cloud Maintenance Engineer 【產品四處四部】,"化工具學習 (如Python、Bash、Ansible)
- 虛擬化技術及容器技術 (Docker、Kubernetes)
1. 建立與維護 SOP 及知識庫 (KB)

本職務需要配合輪班，保障月休11天起。

應徵條件：

1. 對學習新技術有",邁達特數位股份有限公司,電腦軟體服務業,35000,50000,專科以上,"[{'code': '12001007071', 'description': 'TCP/IP'}, {'code': '12001007075', 'description': 'VPN'}, {'code': '12001007022', 'description': 'Firewall'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001001007', 'description': 'Linux'}]",2,https://www.104.com.tw/job/7d37i
361,20260311,Senior Embedded Software Engineer,"team. You will design, build, and maintain the software that powers our NVIDIA Jetson–based edge AI cameras — including Python",美商奧維達智能股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001001007', 'description': 'Linux'}, {'code': '12001007024', 'description': 'FTP'}]",6,https://www.104.com.tw/job/8xt7o
362,20260305,後端工程師(CPD-X),"1.設計實現後端系統架構，確保系統穩定性與可擴展性
2.使用Python, Node.js或其他後端語言進行Web應用程式的開發
3.使用資料庫管理系統，設計和實現資料庫結構
4.與前端工程師密切合作，提供TESTful API接口
5.確保後端",鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,其他電子零組件相關業,40000,55000,大學以上,[],6,https://www.104.com.tw/job/83ucn
363,20260308,實習 - 生成式 AI 工程師實習生 - AI Engineer Intern,"無法正確回答的情況

▋【具備條件】
- 精通 Python 語法與資料結構
- 熟悉 AI 領域知識，包含 RAG 技術邏輯
- 熟悉 Git, Github
- 邏輯清晰、享受嘗試新方法，對於新工具、技術保有好奇心。

▋【加分條件】
- 熟悉",思邁智能股份有限公司,電腦軟體服務業,220,9999999,大學以上,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001008030', 'description': 'ChatGPT'}]",10,https://www.104.com.tw/job/8t2m3
368,20260223,資深全端程式設計師,"： 具備 8 年以上業界軟體開發經驗，及 3 年以上團隊領導/管理經驗。
2. 多元語言： 熟悉 2 種以上主流程式語言（如 Rust, Golang, .Net, Java, JS, Python, PHP... 等）。
3. 資料庫： 熟練操作",金宣智能科技股份有限公司,電腦系統整合服務業,80000,120000,高中以上,"[{'code': '12001003041', 'description': 'PHP'}, {'code': '12001010009', 'description': '英文打字20~50'}, {'code': '12001006038', 'description': 'VueJS'}, {'code': '12001006037', 'description': 'AngularJS'}, {'code': '12001006036', 'description': 'ReactJS'}, {'code': '12001006034', 'description': 'Node.js'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12001006030', 'description': 'jQuery'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006013', 'description': 'HTML'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001003080', 'description': 'Go'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001002016', 'description': 'Github'}]",7,https://www.104.com.tw/job/83onr
370,20260309,影像辨識工程師(台北總公司),擅於以人工智慧進行圖像內容識別與影像處理 2. 具電腦視覺/影像處理/人工智慧/機器學習/等相關背景知識優先 3. 具有GPU運算(CUDA or OpenCL)撰寫經驗者尤佳 4. 熟悉 C++/Java/Python 程式語言設計  5. 客,奕瑞科技有限公司,電腦系統整合服務業,60000,9999999,碩士,[],2,https://www.104.com.tw/job/6ho68
372,20260301,網路工程師/FAE工程師,"客戶產品軟硬體整合驗證及壓力測試

具備職能: 
1. 基本網路架構概念
2. 基本網路安全概念
3. TCP/IP
4. Switching/Routing
5. 基本Python",基富科技有限公司,電腦及其週邊設備製造業,40000,55000,專科以上,"[{'code': '12001007071', 'description': 'TCP/IP'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008011', 'description': 'Outlook'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}, {'code': '12001003045', 'description': 'Python'}]",4,https://www.104.com.tw/job/7jt71
373,20260309,研發部｜機器學習工程師 Machine Learning Engineer,"熟悉任一程式語言，例如：C# / python / Java / Git

【加分條件】
- 熟悉任一 open source ML 工具，如 tensorflow, pytorch
- 曾參與 ML 相關研究、競賽或發表論文
- 曾參與 open",宇匯知識科技股份有限公司,電腦軟體服務業,1000000,1300000,碩士以上,"[{'code': '12001003025', 'description': 'Java'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003087', 'description': 'tensorflow'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12004001013', 'description': 'DSP'}]",11,https://www.104.com.tw/job/8t6qe
374,20260310,RD 網頁/PHP工程師【歡迎應屆畢業生】,"開發web/手機遊戲
－ 遊戲功能開發
－ 活動開發及官網維護
－ 資料庫操作及數據處理

【應徵條件】
－ 熟悉 PHP/JavaScript/C/Java/Python 任一皆可
－ 熟悉 任一SQL

★想要更加了解慧邦科技嗎？歡迎到",神來也麻將_慧邦科技股份有限公司,網際網路相關業,40000,55000,專科以上,"[{'code': '12001003041', 'description': 'PHP'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006030', 'description': 'jQuery'}]",0,https://www.104.com.tw/job/72cz1
